New Internal ID	Year	Genus	Species	Serovar	Source (site)	Source (national)	ST	Plasmids	Ceftriaxone CRO (R≤ 19)	Meropenem (R≤ 19)	Ampicillin (R≤ 13)	Gentamicin (R≤ 12)	Ciprofloxacin (R≤ 21)	Tetracycline (R≤ 11)	Chloramphenicol (R≥ 32 )	Colistin  (≥ 4) 	Trimethoprim-Sulfamethoxazole ( ≥4)	Amoxicillin-clavulanic acid -Amoclan (≥32/16)	Azithromycin (≥32)	Nalidixic acid (≥32)	Aminoglycoside	triclosan	fosfomycin	peptide antibiotic	Glycopeptide	nucleoside antibiotic, disinfecting agents and antiseptics	fluoroquinolone antibiotic	elfamycin antibiotic	nitroimidazole antibiotic	cephalosporin, penam	cephalosporin, cephamycin, penam	aminoglycoside antibiotic, aminocoumarin antibiotic	fluoroquinolone antibiotic, tetracycline antibiotic	macrolide antibiotic, fluoroquinolone antibiotic, penam	tetracycline antibiotic, benzalkonium chloride, rhodamine	fluoroquinolone antibiotic, diaminopyrimidine antibiotic, phenicol antibiotic	monobactam, carbapenem, cephalosporin, cephamycin, penam, phenicol antibiotic, penem	macrolide antibiotic, fluoroquinolone antibiotic, cephalosporin, cephamycin, penam, tetracycline antibiotic	macrolide antibiotic, aminoglycoside antibiotic, cephalosporin, tetracycline antibiotic, peptide antibiotic, rifamycin antibiotic	fluoroquinolone antibiotic, cephalosporin, glycylcycline, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan	fluoroquinolone antibiotic, monobactam, carbapenem, cephalosporin, glycylcycline, cephamycin, penam, tetracycline antibiotic, rifamycin antibiotic, phenicol antibiotic, triclosan, penem	monobactam, cephalosporin, penam, penem	Tetracycline	  Disinfectant            	Sulphonamide	cephalosporin	Beta-lactam   	Acridine dye, disinfecting agents and intercalating dyes	Macrolide, Lincosamide and streptogramin B 	Phenicol 	diaminopyrimidine antibiotic	macrolide	aminocoumarin antibiotic	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics
SAL_202011_258	2020	Salmonella	Enterica	Bovismorbificans	Human stool	Lebanon	1669	Not Found 	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	2 (S)	32 R 	<0.25 (S)	0.5 (S)	2 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE, AAC(6')-Iy	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	.	msbA	ampC1 beta-lactamase	-	baeR	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	msbA	-	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	TEM-1	tet (B)	-	-	-	bla-TEM-1A	-	Inu (G)	floR									
SAL_202011_259	2020	Salmonella	Enterica	Rissen 	Human stool	Lebanon	1543	Not Found 	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	2 (S)	16 S	<0.25 (S)	<0.25 (S)	2 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_260	2020	Salmonella	Enterica	Rissen 	Human stool	Lebanon	1543	Not Found 	<0.25 (S)	<0.25 (S)	1 (S)	<0.25 (S)	<0.25 (S)	2 (S)	64 R 	<0.25 (S)	<0.25 (S)	1 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202011_261	2020	Salmonella	Enterica	Muenchen	Human stool	Lebanon	82	Not Found 	<0.25 (S)	<0.25 (S)	1 (S)	1 (S)	<0.25 (S)	1 (S)	32 R 	<0.25 (S)	0.5 (S)	2 (S)	4 (S)	4 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202104_262	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	1 (S)	2 (S)	<0.25 (S)	2 (S)	128 R 	8 {R}	1 (S)	2 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202104_263	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	1 (S)	1 (S)	<0.25 (S)	2 (S)	16 S	4 {R}	1 (S)	1 (S)	4 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202105_264	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	1 (S)	<0.25 (S)	2 (S)	256 R 	2 (S)	1 (S)	1 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	Escherichia coli ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	Escherichia coli ampH beta-lactamase	-	-	-	-									
SAL_202105_265	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	4 (S)	64 R 	8 {R}	1 (S)	1 (S)	4 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202105_266	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	2 (S)	2 (S)	<0.25 (S)	4 (S)	512 R	2 (S)	1 (S)	2 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202105_267	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	2 (S)	2 (S)	<0.25 (S)	2 (S)	16 S	4 {R}	2 (S)	2 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202105_268	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	ColpVC 	<0.25 (S)	<0.25 (S)	2 (S)	2 (S)	<0.25 (S)	2 (S)	256 R 	8 {R}	2 (S)	2 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_269	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	2 (S)	1 (S)	<0.25 (S)	2 (S)	64 R 	4 {R}	1 (S)	4 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_270	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	2 (S)	0.5 (S)	<0.25 (S)	2 (S)	64 R 	2 (S)	1 (S)	2 (S)	4 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_271	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S), IncFII(S) 	<0.25 (S)	<0.25 (S)	2 (S)	4 (S)	<0.25 (S)	4 (S)	64 R 	4 {R}	1 (S)	2 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_272	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	2 (S)	0.5 (S)	<0.25 (S)	2 (S)	64 R 	0.5 (S)	1 (S)	4 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_273	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	2 (S)	4 (S)	<0.25 (S)	2 (S)	64 R 	4 {R}	1 (S)	4 (S)	32 R	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_274	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	4 (S)	1 (S)	<0.25 (S)	4 (S)	64 R 	4 {R}	2 (S)	4 (S)	16 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202108_275	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	2 (S)	1 (S)	<0.25 (S)	2 (S)	256 R 	4 {R}	1 (S)	4 (S)	8 (S)	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP		rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	TEM-1	tet(B), Tet(R)  	-	-	-	bla-TEM-1A	-	Inu (G)	 floR									
SAL_202108_276	2021	Salmonella	Enterica	Enterica	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	2 (S)	0.5 (S)	<0.25 (S)	2 (S)	16 S	8 {R}	1 (S)	32 (R)	32 R	>256 {R}	aac(6')-Iaa, AAC(6')-Iy, kdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202111_277	2021	Salmonella	Enterica	Senftenberg	Human stool	Lebanon	14	ColpVC, IncM1 	256 {R}	<0.25 (S)	>256 {R}	<0.25 (S)	<0.25 (S)	2 (S)	64 R 	<0.25 (S)	1 (S)	128 {R}	8 (S)	8 (S)	aac(6')-Iaa, AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR		CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS with mutation	-	-	-	-	-	-	-	-	-									
SAL_202111_278	2021	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	>256 {R}	64 {R}	2 {R}	256 {R}	32 R 	<0.25 (S)	2 (S)	32 {R}	16 (S)	>256 {R}	aph (3'')-lb, aac(3)-Iia, aac(6')-Iaa, aph(6)-Id, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	-	msbA	-	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	-	-	-	-	-												
SAL_202111_279	2021	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	256 R	<0.25 (S)	>256 {R}	128 {R}	1 {R}	256 {R}	32 R 	<0.25 (S)	4 {R}	256 {R}	32 R	>256 {R}	aph (3'')-lb, aac(3)-Iia, aac(6')-Iaa, aph(6)-Id, AAC(3)-lle, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202111_280	2021	Salmonella	Enterica	Typhimurium	Human stool	Lebanon	376	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	>256 {R}	128 {R}	2 {R}	256 {R}	32 R 	<0.25 (S)	4 {R}	256 {R}	8 (S)	>256 {R}	aph (3'')-lb, aac(3)-Iia, aac(6')-Iaa, aph(6)-Id, AAC(3)-lle, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202111_281	2021	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	11	IncFIB(S)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	4 (S)	16 S	4 {R}	1 (S)	1 (S)	32 R	>256 {R}	aac(6')-Iaa, KdpE, AAC(6')-Iy	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK	-	msbA		PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation																		
SAL_202111_282	2021	Salmonella	Enterica	Enteritidis	Human stool	Lebanon	Unknown	IncFIB(S), IncFII(S)	<0.25 (S)	<0.25 (S)	2 (S)	0.5 (S)	<0.25 (S)	4 (S)	64 R 	8 {R}	1 (S)	2 (S)	8 (S)	>256 {R}	aph (3'')-lb, aac(3)-Iia, aac(6')-Iaa, aph(6)-Id, AAC(3)-lle, KdpE	gyrA with mutation conferring resistance to triclosan	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK,  gyrA 	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	tet(A)  	qacE  	sul1  	-	-	-	-	-									
SAL_202111_283	2021	Salmonella	Enterica	Kentucky	Human stool	Lebanon	198	Not Found 	>256 {R}	<0.25 (S)	>256 {R}	128 {R}	16 {R}	128 {R}	256 R 	<0.25 (S)	2 (S)	64 {R}	4 (S)	>256 {R}	aph(3'')-Ib, aac(3)-Id, aac(6')-Iaa,  aph(6)-Id , aph(3')-Ia , kdpE, aadA7 	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG		emrB, emrR, MdtK,gyrA 	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	tet(B), Tet(R)  	-	-	-	-	-	-	 floR									
SAL_202111_284	2021	Salmonella	Enterica	Muenchen	Human stool	Lebanon	82	Col(pHAD28)	<0.25 (S)	<0.25 (S)	1 (S)	0.5 (S)	<0.25 (S)	1 (S)	256 R 	<0.25 (S)	1 (S)	1 (S)	4 (S)	8 (S)	aac(6')-Iaa, KdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF			emrB, emrR, MdtK,gyrA 	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	tet(B), Tet(R)  	-	-	-	bla-TEM-1A	-	Inu (G)	 floR									
SAL_202203_285	2022	Salmonella	Enterica	Enterica	Human stool	Lebanon	Unknown		39 S	31 S 	31 S	21 S	23 S 	1 S	22 S	<0.25 S	<2 S	8 S	>512 R 	>512 R			 GlpT  , UhpT with mutation conferring resistance to fosfomycin				emrB, emrR, MdtK,gyrA 	.	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	-	CRP	-	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	TEM-1	tet(B), Tet(R)  	-	-	-	blaTEM-1A	-	Inu (G)	 floR									
SAL_202203_287	2022	Salmonella	Enterica	Typhi	Human stool	Lebanon	1	Not Found 	37 S	29 S	30 S	21 S	20 R	8 S	20 S	4 R	<2 S	8 S	32 R	64 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA 	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	-	-	-	-	-	-	-	-									
SAL_202203_288	2022	Salmonella	Enterica	Albany 	Human stool	Lebanon	1818	Not Found 	37 S	29 S	29 S	23 S	21 R	1 S	21 S	2 S	2 S	4 S	32 R	64 R	AAC(6')-Iy, kdpE	-	 GlpT  , UhpT with mutation conferring resistance to fosfomycin	bacA, PmrF	vanG	leuO	emrB, emrR, MdtK,gyrA ,  parC 	EF-Tu mutants 	msbA	ampH beta-lactamase,  ampC1 beta-lactamase	PBP3 conferring resistance to beta-lactam antibiotics	baeR	adeF	CRP	Escherichia coli mdfA	rsmA	golS, mdsA,mdsB,mdsC	H-NS	 KpnE,  KpnF	marA,acrB, sdiA,  acrA,  AcrAB-TolC with marR mutations	soxS, soxR with mutation	-	tet(A)	qacE 	-	CTX-M-14	blaCTX-M-14b	qacEdelta1	-	-									
